,A,B,compare
52971,-193938541,-560052605,0
52972,-861699115,-73566115,1
52973,1571003662,594214558,0
52974,925246351,1929451101,1
52975,1992645405,267723148,0
52976,-412313107,66457176,1
52977,-1135539004,88101105,1
52978,-1503944115,-782419829,1
52979,1105440576,1485361892,1
52980,84691592,2004438907,1
52981,737322584,-1773640961,0
52982,-1057416158,-1263700376,0
52983,735141966,-1239130202,0
52984,-678599518,1147775252,1
52985,-569852172,-598621680,0
52986,-1104723842,-1917867690,0
52987,-791848768,-775798477,1
52988,-565689610,144609241,1
52989,-1571977921,-1631838964,0
52990,1442165779,-772876829,0
52991,-283260116,-1323146548,0
52992,2065027727,1335517281,0
52993,-730418387,-440697139,1
52994,1144379331,-1410034022,0
52995,-2036638287,1537401183,1
52996,1909396386,-1137947451,0
52997,-1976595220,-265558062,1
52998,-1085542935,926005079,1
52999,-777702236,-1316463157,0
53000,-1516742679,139344858,1
53001,-1300013036,343305077,1
53002,-2021584125,-43095105,1
53003,1904514438,1675672371,0
53004,318863660,899663542,1
53005,-673690288,1982205673,1
53006,-702718975,1227294751,1
53007,-383355465,1159719358,1
53008,-1680449155,-1470980505,1
53009,-499465505,365174706,1
53010,514244862,2010591091,1
53011,-598506843,-990326264,0
53012,868509013,-394682322,0
53013,1981147670,-1983809283,0
53014,-1553143799,648690038,1
53015,-704427191,-1218776853,0
53016,1379333085,-554893461,0
53017,218545074,-2058858291,0
53018,-185804593,-1813954606,0
53019,-1230547411,-868553688,1
53020,-1475366585,1836525631,1
53021,1209445671,-2116258536,0
53022,2145338060,1536666729,0
53023,652712277,-2034191088,0
53024,1311889961,1790164101,1
53025,617540074,929239776,1
53026,-1063836826,-949853322,1
53027,1146852844,353292406,0
53028,-380160408,1112305028,1
53029,-1550009798,155136558,1
53030,-457595012,-759286692,0
53031,27894779,1451344535,1
53032,-70807943,1609843153,1
53033,-225312417,979748094,1
53034,-1286320497,-2017796651,0
53035,-1563598743,-1056774127,1
53036,-1856090114,-1622851411,1
53037,392944576,-2121393051,0
53038,-1157421734,-1643132428,0
53039,1148435551,1852364073,1
53040,-405547011,-240387328,1
53041,636562677,-222055151,0
53042,1188015593,-1618464366,0
53043,489347987,234817293,0
53044,-1289154616,-1082085463,1
53045,-1904783381,-1592526825,1
53046,12903322,1219384169,1
53047,-1664173155,-1288233306,1
53048,1652479438,81438011,0
53049,-1545763936,-1844731232,0
53050,331271858,1716520279,1
53051,-938307911,-201867736,1
53052,1153055284,59103766,0
53053,1469087104,1146898687,0
53054,783539703,932367291,1
53055,-1526671645,635660905,1
53056,-1497069077,923721541,1
53057,-1189699475,-76305089,1
53058,-365369366,-160769941,1
53059,275586142,345423864,1
53060,-478497246,430992734,1
53061,-1348136152,1076356009,1
53062,371996352,1290118663,1
53063,235128566,-274221880,0
53064,-217002465,167011299,1
53065,1398171683,1093678635,0
53066,1882273937,-1601363861,0
53067,-47807909,-128648978,0
53068,-144557479,479447673,1
53069,-633218534,-1122601422,0
53070,59056533,1250549031,1
53071,1434099879,-2127884108,0
53072,-227654544,-317383439,0
53073,-1543477130,1408185336,1
53074,-1582604944,-1135275328,1
53075,121549474,622991274,1
53076,132405999,-857981423,0
53077,162895028,565289922,1
53078,127315286,-1430740687,0
53079,181263112,1933342080,1
53080,-558741646,-794583204,0
53081,-430391181,-1222850188,0
53082,1343130260,-1849242291,0
53083,1852244113,-1600609066,0
53084,511406199,-1435698774,0
53085,-1859487391,18123315,1
53086,572857020,-1790897884,0
53087,1490277505,947708751,0
53088,204789827,-1838844700,0
53089,196999384,-1800595489,0
53090,679083652,1793913617,1
53091,178396351,-533803316,0
53092,-1324710818,1563794820,1
53093,1320323792,1494173408,1
53094,1264600356,1660099025,1
53095,-605322474,-258227285,1
53096,1230704119,-2029935073,0
53097,540974139,-707146354,0
53098,622204400,-1271725223,0
53099,-182894011,-1371207537,0
53100,-100591520,744221829,1
53101,171783486,-1860476184,0
53102,295203180,-788157504,0
53103,2081194279,-1006571103,0
53104,143121205,1770311363,1
53105,1196158862,941596911,0
53106,-394599573,1452134674,1
53107,22357576,-466082279,0
53108,1911344886,-832909948,0
53109,-337009828,1491601813,1
53110,-68629907,-774119651,0
53111,-768186415,1862917133,1
53112,1569705165,-1028693562,0
53113,-37218051,107014348,1
53114,232594533,-2026119659,0
53115,-402918218,-1365765699,0
53116,-369299887,11430591,1
53117,-955407826,-969269157,0
53118,-1742886208,1355309000,1
53119,-328352289,720575395,1
53120,-268341971,-1045320189,0
53121,-405240336,-2023364705,0
53122,-689197019,682429167,1
53123,-33598114,546042991,1
53124,-172456692,-2045952564,0
53125,-755414715,-1946948034,0
53126,-724783968,459754970,1
53127,-275537363,-999786315,0
53128,-922226336,2142603483,1
53129,811500988,-2037422088,0
53130,-47092551,-1922540798,0
53131,2126018446,-705994338,0
53132,-855609741,1653298553,1
53133,971020881,-764069569,0
53134,-958607053,1003775896,1
53135,-216172787,277477820,1
53136,-1274382640,-267896457,1
53137,1236506453,-23404633,0
53138,-2137553224,685647315,1
53139,-784211261,-745833009,1
53140,2107947750,1683725600,0
53141,217303954,208209607,0
53142,1264338310,526832410,0
53143,-1445781905,-1555671677,0
53144,1228941432,1953815638,1
53145,-1557316222,-2006436568,0
53146,-1750520527,550745057,1
53147,-1869771115,-1454165314,1
53148,-774193012,292422103,1
53149,-843434141,-2034594593,0
53150,-1260292940,-1621086074,0
53151,1593204723,1154121496,0
53152,-124169783,-654619476,0
53153,561169549,1469171412,1
53154,-1338695534,-1606807194,0
53155,407818911,1125648946,1
53156,234102687,-1546694242,0
53157,1538782683,1143094940,0
53158,-1698603229,616578652,1
53159,1116950223,979889174,0
53160,367129047,1680667352,1
53161,1527040774,1508396852,0
53162,-1094865104,1222072435,1
53163,-154033241,-1409964823,0
53164,2135410995,1435155010,0
53165,1053638497,-627993754,0
53166,-629743070,-782789442,0
53167,75880959,660650757,1
53168,444605835,-919902579,0
53169,-419254422,-1403807321,0
53170,-996230674,1354451450,1
53171,449554259,-844390477,0
53172,1610059730,85019047,0
53173,843949056,-1823412108,0
53174,-1861359463,-1899868016,0
53175,-1126561502,-855942281,1
53176,-487210393,-173461413,1
53177,-840578157,2137216229,1
53178,-1468073398,1209632345,1
53179,737819199,444681974,0
53180,-434066421,1533239361,1
53181,-168218223,1482138667,1
53182,-566542376,-1878403914,0
53183,-483446160,-1144044731,0
53184,883717286,2110570609,1
53185,-2025090499,-1440555127,1
53186,-301557172,1737037338,1
53187,-1786648196,386094032,1
53188,1215484714,-1340749892,0
53189,-1789198355,2074166335,1
53190,-791054287,695396631,1
53191,-1453117875,26766043,1
53192,1820855239,711090795,0
53193,-585884600,-1633643241,0
53194,-1331563218,2052757655,1
53195,1820553287,1838599571,1
53196,-1321214745,1992501384,1
53197,-2084872281,678119524,1
53198,-793002328,-200955388,1
53199,314911641,-521075580,0
53200,1543269290,-1622896712,0
53201,187073492,849275486,1
53202,1515793226,273224106,0
53203,-1413058000,862015555,1
53204,574849233,-684569299,0
53205,-1390672637,949061090,1
53206,-453317961,-1423757557,0
53207,742551012,-771863120,0
53208,522138415,905181747,1
53209,-1720716395,2102059312,1
53210,-1245701131,-700958767,1
53211,1381009633,-1171523145,0
53212,72464066,874277706,1
53213,2101760815,1148084676,0
53214,-168101397,-2027922854,0
53215,208921038,97783210,0
53216,-408566608,-1063047144,0
53217,1735407501,1526780328,0
53218,-753982212,-229535613,1
53219,147473641,1182971896,1
53220,866318017,-1900586773,0
53221,-9427030,299310262,1
53222,659603597,-995033616,0
53223,-1097817853,857563381,1
53224,-1452966727,1775929583,1
53225,-95482087,-1958542882,0
53226,441268624,-2042356473,0
53227,-463441894,-497029671,0
53228,-942841893,1753988278,1
53229,-2119235105,1083093005,1
53230,-1247190252,-541125407,1
53231,648776547,1969077306,1
53232,-1944655277,-857553193,1
53233,-457162654,630514990,1
53234,1879689601,585852162,0
53235,643547541,-1892492148,0
53236,1014768371,1193087800,1
53237,557656352,-1874032067,0
53238,1079514451,-1901453811,0
53239,297980832,621858375,1
53240,1877255140,-559052985,0
53241,-965773499,-455990224,1
53242,2125620835,-1182189532,0
53243,-267442538,-1673138799,0
53244,-776937479,1682416722,1
53245,-1143665345,-769060893,1
53246,-978932250,1563682019,1
53247,2041216592,1105596888,0
53248,-1610302568,-26359214,1
53249,2025027797,-484294801,0
53250,1054208704,-2107600960,0
53251,1314539442,-1902266442,0
53252,-1346839765,1327273396,1
53253,-19995738,823723287,1
53254,-1575261419,1000956461,1
53255,-1549251595,-889214715,1
53256,875772918,-2123647028,0
53257,-692186770,39244502,1
53258,1107590462,422686129,0
53259,653629532,1159889684,1
53260,-1031507653,474734386,1
53261,-565391606,1854487575,1
53262,1501351213,-1857153546,0
53263,-787240381,951789002,1
53264,-921638993,1169698817,1
53265,-1510291944,-1215827092,1
53266,-1165284463,-1126635712,1
53267,276997694,-159049075,0
53268,-1700667416,-1733383155,0
53269,988934257,539495295,0
53270,2126533632,-2036815536,0
53271,977857459,-1137165148,0
53272,1955886178,-397294596,0
53273,534727567,1736632570,1
53274,1220912663,-319119460,0
53275,1041985658,352788929,0
53276,1435493083,1347641046,0
53277,-1914507569,1234728384,1
53278,-250736542,1371396853,1
53279,1457220498,1607026986,1
53280,668045674,-393595242,0
53281,1525928415,-625114843,0
53282,23598049,-2034489100,0
53283,65974410,-354646063,0
53284,1158874879,698904272,0
53285,-2031603435,-1195647794,1
53286,464152997,389197812,0
53287,1817525260,1317069449,0
53288,-607595602,2020686528,1
53289,674988513,-1960206821,0
53290,-1367168366,479117585,1
53291,266418956,1264278892,1
53292,209650674,-1226384280,0
53293,-947803606,1293894620,1
53294,1052800649,754322250,0
53295,-541847187,948981552,1
53296,-1802988123,-187166480,1
53297,-384096533,2037596720,1
53298,-1856898623,828967435,1
53299,-338031361,11766102,1
53300,823454096,1171768212,1
53301,37715585,-855607706,0
53302,1948463540,539646707,0
53303,-18520370,819606903,1
53304,279032647,833487269,1
53305,895119904,597465721,0
53306,-1857474767,-1351593462,1
53307,14238330,-631701314,0
53308,58568921,37367640,0
53309,586150524,-1371364542,0
53310,-971398136,-1865097828,0
53311,1933116427,-267336023,0
53312,-339578788,-429784786,0
53313,-857082258,2052355441,1
53314,1139265972,-324519940,0
53315,-544343806,-1522106768,0
53316,-120412356,624661455,1
53317,545303569,-1051089255,0
53318,-1701952708,917534152,1
53319,-1605553641,-1697430984,0
53320,1235241011,-288493802,0
53321,-1341425257,-1134458251,1
53322,-2140882508,-626904600,1
53323,-1590907472,2133624058,1
53324,334999873,-1029178126,0
53325,1613937749,-1122680891,0
53326,1796302175,-1002094069,0
53327,-1858427973,1687786775,1
53328,123018625,-495518395,0
53329,-1827931710,83670445,1
53330,739817472,-39084905,0
53331,2037124401,-101223554,0
53332,2018946340,1847858162,0
53333,1570889890,35457182,0
53334,-951208646,-818487482,1
53335,-1054766874,534024860,1
53336,1539194169,948653492,0
53337,133409832,-1939740430,0
53338,-544082476,289243856,1
53339,-298961669,1147599862,1
53340,-1593643508,-841240229,1
53341,-546797897,-1192029160,0
53342,-1867685220,419579728,1
53343,-1806160635,1082812967,1
53344,405007313,334235898,0
53345,-134485200,534285179,1
53346,1565163373,1309446689,0
53347,-2076523146,-1792972543,1
53348,1668978319,45692422,0
53349,-1490456541,1695057436,1
53350,-1803610023,-1537513392,1
53351,-613192236,850700322,1
53352,-779818107,1907910984,1
53353,843378055,-1207469699,0
53354,-2091697947,-432285958,1
53355,1069342824,-641137147,0
53356,1952116983,-436725906,0
53357,-691504827,-1124129742,0
53358,-61859341,-1233856984,0
53359,-1808417457,1406396364,1
53360,511350820,1849875734,1
53361,-869798362,1943944103,1
53362,-968502540,-1269919398,0
53363,1688461248,2023910419,1
53364,-1227006152,419091098,1
53365,2140922399,-973787418,0
53366,-865093822,1792563494,1
53367,-988610321,1221548568,1
53368,2010893221,602770992,0
53369,-1041393882,-960515876,1
53370,-1199199150,455049375,1
53371,-471705949,1794474752,1
53372,-583143554,1964721005,1
53373,-1090118137,507627206,1
53374,-2110326218,431908414,1
53375,-643264326,1267822749,1
53376,-95204435,1853363212,1
53377,-1516938020,-29645038,1
53378,-325485763,1611242969,1
53379,-670740172,1204470532,1
53380,778202931,373673440,0
53381,2059146997,-1479429759,0
53382,328940540,-1295418259,0
53383,1961783628,-1118320265,0
53384,-1730588111,966343664,1
53385,-1709670311,-552373466,1
53386,-217699522,876564967,1
53387,-1426387833,-474791306,1
53388,-1173816000,1224068297,1
53389,1729960579,2017726092,1
53390,-377057116,-967862195,0
53391,929205336,1296365731,1
53392,2016498530,513079211,0
53393,-1317490936,-1050954969,1
53394,-1434772158,1012561467,1
53395,2111978396,1345021904,0
53396,1757655895,-797499798,0
53397,756264719,-1207256530,0
53398,1891311776,651760818,0
53399,-885409754,-910638062,0
53400,-546159701,-1796459312,0
53401,834870417,142094715,0
53402,2081542327,-21104818,0
53403,-775159312,525427286,1
53404,-963446128,1706379616,1
53405,1925312194,-1821817244,0
53406,2022289658,932571218,0
53407,1231056044,2046183568,1
53408,-845856597,1935857974,1
53409,-592040435,-375127596,1
53410,1528772219,614745677,0
53411,-36303814,-147710893,0
53412,1589803334,-1028563451,0
53413,-777764455,349936307,1
53414,1117874395,2092499079,1
53415,327575558,-458945416,0
53416,-1993169667,1591236081,1
53417,-547722219,1737414396,1
53418,-679134779,-671983598,1
53419,-1466444930,-1077597423,1
53420,2145743007,-567773947,0
53421,1715199239,-989040739,0
53422,474927626,-88823369,0
53423,-1616404579,-271634806,1
53424,1217279469,1213974783,0
53425,-191660280,981070905,1
53426,-1272036781,-883083642,1
53427,628972533,-1473763601,0
53428,-1224215088,1549292004,1
53429,1420201217,-400248973,0
53430,-1562422463,-1995559286,0
53431,-1941194693,2019142958,1
53432,1024984522,-1491828763,0
53433,-1283831798,-79966593,1
53434,-263428404,-1452877681,0
53435,-900041262,1250566822,1
53436,-1885197602,-1261142140,1
53437,277790106,-1829462999,0
53438,-1849828034,-914732409,1
53439,802578828,683127950,0
53440,385714824,1584526629,1
53441,-2023591775,919534354,1
53442,-2071701659,352695201,1
53443,-949455907,-1117960890,0
53444,-2053959878,-384828909,1
53445,811772051,-245992636,0
53446,-1283152341,686154273,1
53447,981612557,-974368861,0
53448,136109817,-1360393819,0
53449,535117772,1500449899,1
53450,-1915938231,-1686868952,1
53451,1484408142,-1309271927,0
53452,-431942757,1808950994,1
53453,-1898585758,-1166087782,1
53454,344450562,-395864602,0
53455,473126786,2083489142,1
53456,-564846687,1947180383,1
53457,600851158,-1353064160,0
53458,-809159245,1659471385,1
53459,-1018744612,-327276546,1
53460,857009042,372907867,0
53461,-538824541,-178073732,1
53462,560499925,1299812830,1
53463,-966632234,375963035,1
53464,922359913,1625018233,1
53465,1457086332,1658490431,1
53466,363153809,1862049978,1
53467,1953040665,-551043185,0
53468,-802552721,284974623,1
53469,-124720567,516197992,1
53470,672936850,1569020104,1
53471,585480710,333081662,0
53472,-845478752,-160357843,1
53473,304184486,1688536032,1
53474,-2111023854,835452850,1
53475,-546641549,-979829368,0
53476,-1429897877,-1777629349,0
53477,1984098148,-539436910,0
53478,-1371827093,-1251512020,1
53479,2121233797,-234750315,0
53480,1357328822,-935334427,0
53481,11251575,1078341221,1
53482,903904476,-1376047275,0
53483,2113583328,668949979,0
53484,-1126788311,329153514,1
53485,549867346,-1457843722,0
53486,-561456403,-669993852,0
53487,-1811697176,-1094296780,1
53488,1310791164,-631794240,0
53489,1022842122,1738665975,1
53490,888977668,443256577,0
53491,1943521873,1411856566,0
53492,147277648,-2137642786,0
53493,-221828331,168971737,1
53494,1644391076,-748171471,0
53495,-1607960716,-1439543189,1
53496,517553069,-387466743,0
53497,-2070511973,-823849763,1
53498,544927169,-452836163,0
53499,-1271966306,-51854958,1
53500,393394544,-1329359652,0
53501,-415321824,1970564788,1
53502,609934434,-754207700,0
53503,2052866857,-341913220,0
53504,-88533758,1173370900,1
53505,1327345241,-17013234,0
53506,-77150213,-1143402429,0
53507,1390560795,-767859902,0
53508,-1941898542,708075323,1
53509,-459810125,-2028250338,0
53510,-976398070,-251301509,1
53511,792231979,-487375375,0
53512,-648665436,556724274,1
53513,-2045449246,219648424,1
53514,1563764594,329088137,0
53515,412784620,-499377889,0
53516,-590128816,-1712126732,0
53517,-1684326445,1532117969,1
53518,-29648043,-1266391990,0
53519,1504941639,-1029433540,0
53520,-538531394,517162292,1
53521,1711629923,124043677,0
53522,-1422993515,-583582956,1
53523,-884274873,-141172132,1
53524,-861968917,-1664285012,0
53525,1159693031,-1925806465,0
53526,97094697,2090443361,1
53527,-1586035743,1278625851,1
53528,893648927,-1693892430,0
53529,-1574966760,-2030880954,0
53530,308079634,585947928,1
53531,-1542636466,-119269569,1
53532,-1223765194,-630176816,1
53533,592281192,1573790431,1
53534,1807664912,1550499134,0
53535,-1963238649,1460902022,1
53536,-407597360,-1751727508,0
53537,-801191417,-613733060,1
53538,1932971333,-123758869,0
53539,-569623132,-297332293,1
53540,1280356478,-843054463,0
53541,219833740,1537039610,1
53542,-1364375195,-893009591,1
53543,1786037826,1094421635,0
53544,-1946789475,2118095709,1
53545,-244628050,-1038264920,0
53546,-1783727282,416370358,1
53547,-122439674,1149265495,1
53548,409303631,-509155118,0
53549,-1672912917,-1309166888,1
53550,-209037472,-1318934741,0
53551,1045402087,2046523364,1
53552,1330846591,114753291,0
53553,-1727572987,243471204,1
53554,-1216002391,964851449,1
53555,1105886457,1924635253,1
53556,-1899941615,-1743080652,1
53557,-752937328,-462214630,1
53558,566165102,-936579109,0
53559,495869591,-123369895,0
53560,1438501929,-885137242,0
53561,-1376578723,-1539437008,0
53562,1956015397,-1486269873,0
53563,1333623833,-2062867399,0
53564,-1318448590,1140745332,1
53565,109948541,-1716084343,0
53566,-1320378229,-1856056399,0
53567,732603281,-940216556,0
53568,2010055905,-1450374797,0
53569,-849064659,704355587,1
53570,-686587214,373327648,1
53571,-468427241,1424318179,1
53572,-232769870,171384682,1
53573,1845000034,-1922910924,0
53574,-2061092695,-1084949939,1
53575,-301130453,681245837,1
53576,232422267,950538221,1
53577,126359893,293950192,1
53578,-468491466,1657064585,1
53579,-1773801815,-165759486,1
53580,1012581579,-603558564,0
53581,1759928989,-549618424,0
53582,282415202,-1539357466,0
53583,885334528,248055966,0
53584,1402515625,1229351077,0
53585,1095930971,819388991,0
53586,-142129979,1486528476,1
53587,-804285042,875252998,1
53588,-270800740,1119338262,1
53589,284472616,7873103,0
53590,-326409893,1522461600,1
53591,-831807705,1864266868,1
53592,-953043106,1346621486,1
53593,-1112323655,1158263183,1
53594,419170149,-726173448,0
53595,1995450262,-2147265674,0
53596,2092529111,1852735958,0
53597,-54617262,564790173,1
53598,1494395378,-607663481,0
53599,-826301621,1633140819,1
53600,-754134487,-1555922331,0
53601,1120005375,-2130601353,0
53602,-575206589,-242270732,1
53603,-2052080439,1951234995,1
53604,1178037321,1642893083,1
53605,-1292917626,-564029551,1
53606,671004063,599727659,0
53607,1219805157,-281625984,0
53608,350735583,-1577422296,0
53609,1661845541,-374720143,0
53610,1794257731,-359184462,0
53611,955992744,777223526,0
53612,640957137,1326218847,1
53613,-207446916,-935990658,0
53614,706859762,294175220,0
53615,786970088,255829442,0
53616,-1453088542,-1244032911,1
53617,1404641410,-1894429172,0
53618,1901323512,-949489885,0
53619,-607709641,-1834938456,0
53620,481778895,1423957418,1
53621,251368333,-7482952,0
53622,-1272662015,-587548406,1
53623,-1137009265,-2047973060,0
53624,2317087,663581868,1
53625,2041924551,-6586456,0
53626,-1353392933,477417542,1
53627,-524713178,1076310885,1
53628,-1606828543,-985513435,1
53629,-109416265,373801415,1
53630,-90806714,-1349648220,0
53631,-2069392594,1704595175,1
53632,-745648945,-518722539,1
53633,-1825434652,1576747382,1
53634,1491703105,-943698004,0
53635,-70473673,1414314226,1
53636,-891545802,-822079731,1
53637,-1466257473,-826911618,1
53638,1161510085,-1223838731,0
53639,599955773,-2082338902,0
53640,1967723544,1881127536,0
53641,750870657,-124614904,0
53642,1595185823,-2106898305,0
53643,-214556178,-1605606845,0
53644,827567517,-440824745,0
53645,-286804491,-782966463,0
53646,199185913,1817992130,1
53647,1890951304,-504993371,0
53648,-221913238,-2047339920,0
53649,-890674979,-1653611714,0
53650,-1518237220,535963133,1
53651,-135208688,781161975,1
53652,2109828575,1633515676,0
53653,1811916246,-1822580568,0
53654,-1635750330,-1074554029,1
53655,1281507302,785206579,0
53656,974949601,1387388793,1
53657,-1885284971,1864019135,1
53658,-184663659,1984758413,1
53659,1727938282,-1524603565,0
53660,-1787473944,411358744,1
53661,438845331,1389167421,1
53662,-588064305,-1332746321,0
53663,-1897919926,-1433434184,1
53664,-1346348563,-1907185801,0
53665,105826641,1774626027,1
53666,-1116021522,2137680298,1
53667,-1165737095,1047311929,1
53668,-1856631367,455574097,1
53669,1684684748,-2107108674,0
53670,1832319513,-127362717,0
53671,1086559522,-200839324,0
53672,-332074661,-1640466228,0
53673,1813409892,-2043353378,0
53674,1397852035,935861054,0
53675,709178619,-1109569785,0
53676,-327903612,-1566952337,0
53677,-362860170,-408886084,0
53678,-1599879152,1436018658,1
53679,1884410769,1841152231,0
53680,-696611204,2122353553,1
53681,1170349879,962428532,0
53682,1431845562,-1176758723,0
53683,-293736824,-1533501255,0
53684,1589665676,105477959,0
53685,-906590159,-875080766,1
53686,785146769,-44218810,0
53687,-632671766,-37242040,1
53688,177114672,-1299385828,0
53689,-1861903574,2102956435,1
53690,272078260,1523140541,1
53691,1848148726,1603362570,0
53692,-287254490,-2051769390,0
53693,-528283627,-742877162,0
53694,-27932615,-1193506586,0
53695,-1926995495,25539400,1
53696,-493410145,1156386812,1
53697,-560018570,-458147091,1
53698,2134793375,-2054467914,0
53699,-844935175,-422308329,1
53700,573307732,-1696592912,0
53701,812964987,1571360052,1
53702,1676619818,-1365191641,0
53703,948481474,2029522982,1
53704,2118904096,1181954472,0
53705,1395950627,-99940433,0
53706,2143103024,-504103516,0
53707,181630753,-839992660,0
53708,1286335236,-2143686775,0
53709,1460264784,652888883,0
53710,1137932303,13208041,0
53711,1451739047,-1513017290,0
53712,1501046512,894936657,0
53713,-879616605,-1632033209,0
53714,-1499549378,-1592185809,0
53715,-1337257766,-267422314,1
53716,230203469,-784057453,0
53717,-888620081,1415001168,1
53718,-12328689,1298491412,1
53719,1450759326,-740151007,0
53720,-569954616,-1658859006,0
53721,-45955924,-1812564689,0
53722,911948379,-315092631,0
53723,-902603917,504063525,1
53724,1251412522,-861737641,0
53725,-1494907917,194813872,1
53726,1147446645,-903997476,0
53727,634494064,44235451,0
53728,-1425446795,-1542185726,0
53729,-1762346888,-525136168,1
53730,-1838881828,1687121127,1
53731,311068886,-1262035829,0
53732,496173847,1223265745,1
53733,-17701385,-1098677419,0
53734,2018767596,1241816658,0
53735,1208000311,176476063,0
53736,-1690059212,-1113825961,1
53737,641831699,-944871425,0
53738,-824739969,-1432367382,0
53739,2088148175,-1724233410,0
53740,-347210820,272973183,1
53741,-410258743,1384737651,1
53742,507570018,54000648,0
53743,2143368759,177604598,0
53744,511978827,939874815,1
53745,233387718,-2049963038,0
53746,1766853449,-1868622197,0
53747,-1766002293,1509517387,1
53748,-1340963828,1208381323,1
53749,-556407221,-666538382,0
53750,1576615810,-1414140546,0
53751,1747454865,1650397273,0
53752,1054020002,1607869456,1
53753,1050116609,-1493636095,0
53754,1442457976,-1800001201,0
53755,-40578162,686956253,1
53756,-427696360,-655821590,0
53757,1550098829,1238375483,0
53758,1892207147,50507711,0
53759,-306405583,1991036439,1
53760,-636229573,142706586,1
53761,1921407692,660060385,0
53762,-1360404646,-1603504204,0
53763,-1813156290,206750928,1
53764,-1794431115,1311694489,1
53765,-528140192,974957168,1
53766,-1679421592,-1227558362,1
53767,1729932990,-228699313,0
53768,-765896741,318113430,1
53769,669871741,-547481829,0
53770,-807904008,1659274202,1
53771,236054725,1980460838,1
53772,-190790869,1379293891,1
53773,1803741852,481708253,0
53774,2035523226,-1460635526,0
53775,2007680484,1194206572,0
53776,-869395058,-1712691420,0
53777,1786577017,-1946016129,0
53778,2031911587,1337995209,0
53779,1422985695,122520284,0
53780,1562574400,-85812850,0
53781,2003378961,-461261918,0
53782,1301693230,134570927,0
53783,-1868203224,1586026568,1
53784,-1626650920,499441603,1
53785,2057552432,909510826,0
53786,1126750303,-1272361595,0
53787,1552568912,-480176609,0
53788,1967457169,932986146,0
53789,1445171705,557448437,0
53790,1475714919,39414272,0
53791,566511267,-147299003,0
53792,-1922464140,-1505782821,1
53793,-1562667274,-1664088516,0
53794,964012497,-49740585,0
53795,-2143282591,-1717897120,1
53796,1201551037,-91968289,0
53797,-671718867,-2094568134,0
53798,1707485895,1257460989,0
53799,1732006517,-850394499,0
53800,-660315769,-559680103,1
53801,705663392,898738980,1
53802,-702065779,330544126,1
53803,-700176839,1741333653,1
53804,20200753,646067484,1
53805,-869501708,688130917,1
53806,2031042453,-744174399,0
53807,1250959953,-1212316399,0
53808,143361284,2049308918,1
53809,1696045152,-265060236,0
53810,-938439607,1451437880,1
53811,-1521050957,-1574018746,0
53812,-773381769,-1574636585,0
53813,1708232638,-830791230,0
53814,-1568962063,-780032131,1
53815,1289109948,-908410951,0
53816,1843743992,-800765078,0
53817,-728100242,-1198856575,0
53818,68636428,1493410497,1
53819,-1836801901,-1665161047,1
53820,160950755,2094165368,1
53821,-1551726270,-1408394269,1
53822,-1324717491,6057475,1
53823,-200299794,364528930,1
53824,-330120004,638432239,1
53825,-1839579195,233003405,1
53826,-1844740139,1499466719,1
53827,-1778774680,1665888410,1
53828,1864289082,1838533457,0
53829,604341565,2101278713,1
53830,-969194566,-825715461,1
53831,1657866592,1258233850,0
53832,-1637653281,1313420880,1
53833,-1709351969,-842885177,1
53834,854727865,-1233938096,0
53835,-1589165910,136468258,1
53836,-518678327,-912211043,0
53837,-1499722185,944658562,1
53838,-754111708,-2037207553,0
53839,1971714673,-423398735,0
53840,224349523,616744367,1
53841,1951036216,1942794234,0
53842,1279023688,-1301317069,0
53843,560011264,-537683388,0
53844,2097901062,1058674221,0
53845,924347183,-1903467284,0
53846,-382909306,1253390214,1
53847,-1629648266,-1985138790,0
53848,2066493739,888158084,0
53849,1924441700,-797589532,0
53850,-1785630506,-1406113408,1
53851,2114035069,-509110139,0
53852,1929090583,-680042235,0
53853,-178803088,1070639732,1
53854,-1641853399,-1739777135,0
53855,-57808630,699699395,1
53856,1835747884,-206465438,0
53857,-549170458,-1488515025,0
53858,-1738761046,494934706,1
53859,-848363765,-2110626691,0
53860,-1036454067,695174204,1
53861,-1817052306,-826050285,1
53862,2076669283,1774957709,0
53863,146751919,-961819912,0
53864,2087911201,1370151485,0
53865,424454692,-1198883654,0
53866,557017042,155951164,0
53867,-250560715,-1683918935,0
53868,174496168,1123803318,1
53869,1630842877,-934534472,0
53870,-2127722816,408770394,1
53871,-745677040,-119472913,1
53872,-2074866733,150091778,1
53873,-551036504,826217754,1
53874,857081980,-933155472,0
53875,-266843271,798335978,1
53876,-732553979,-992435226,0
53877,992577320,-151791566,0
53878,2048808049,1493333587,0
53879,602435122,1120009074,1
53880,-1652479293,-200003445,1
53881,1940031287,-1587604365,0
53882,-2077582969,1333620015,1
53883,-590696642,-1660769475,0
53884,1365213776,-876652414,0
53885,-2035707161,1087440972,1
53886,370249192,817302999,1
53887,-825593502,-1231747057,0
53888,782185018,-1382553939,0
53889,44225030,-2030379073,0
53890,-816063911,-784102198,1
53891,-1049875906,-18375216,1
53892,1495459867,-376714361,0
53893,1579394399,-2066886462,0
53894,461257099,-1734927327,0
53895,1874249607,-450376071,0
53896,412432447,908509887,1
53897,-778540556,372152898,1
53898,-562476119,-1953071933,0
53899,1157824384,1576694059,1
